image_path,label
plantGuard_dataset/images/Strawberry___Leaf_scorch/89ef0c49-9778-44fe-ad76-7dc1e6f154c8.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Soybean___healthy/7eb58cd2-82c5-4220-8f08-6f7d70589b87.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/2f299b2d-802b-48e5-ac6b-538a14b0c008.JPG,Soybean___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/6b2ae901-0d5f-498e-8524-619b7e5d8153.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/eaf833db-83f6-4772-9c5c-9b42fb6c3362.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Late_blight/3f8d8eac-8a44-46ce-8cbd-b8077bbe592d.JPG,Tomato___Late_blight
plantGuard_dataset/images/Tomato___Late_blight/71ecf372-0e9d-4f84-8a11-47146177e275.JPG,Tomato___Late_blight
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/69390a91-eee3-4180-a23b-2a1a0d4e3158.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Soybean___healthy/40f5a604-f93e-44e9-b8e9-d39204974440.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___healthy/8579bc45-11e4-4260-a6a4-96046c2fb639.JPG,Tomato___healthy
plantGuard_dataset/images/Apple___Apple_scab/863a372e-dc19-40bb-a74e-3b069d4a246a.JPG,Apple___Apple_scab
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/c13216ee-5cd1-4aad-b4f3-5707a49e711e.JPG,Orange___Haunglongbing_(Citrus_greening)
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/af42c677-7220-4e9e-af2a-8a941f2b8fec.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Strawberry___healthy/135e125f-5e1f-4326-b731-88642b745237.JPG,Strawberry___healthy
plantGuard_dataset/images/Soybean___healthy/89fa7a1d-93ee-4f83-bdd2-72baece0c52f.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/6fbc5193-95c3-4c26-9998-5f05483ef269.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Potato___Late_blight/1f0eee35-bd92-42f3-8e5c-5fe8487f4c78.JPG,Potato___Late_blight
plantGuard_dataset/images/Apple___healthy/4a7255d6-4b09-4e5b-99ff-eec3adc11346.JPG,Apple___healthy
plantGuard_dataset/images/Tomato___Late_blight/8761ee40-b8da-44b4-a7ac-6246058da312.JPG,Tomato___Late_blight
plantGuard_dataset/images/Corn_(maize)___healthy/dbab83ed-364b-4c17-8b16-5069188c228d.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/00d76353-9f6d-403f-a730-e1b8c58002ba.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Soybean___healthy/f8a5a629-4886-468c-b41f-6331b620eecf.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/6e2a19ef-7ec2-4926-9a54-868013ee6cc7.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/b1456dbf-c303-4657-85f6-414fe498933a.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Early_blight/c91f8f24-14e7-4a5b-adb4-f05b95c2e3db.JPG,Tomato___Early_blight
plantGuard_dataset/images/Strawberry___healthy/6741af9a-a87d-49de-a22b-f03c666f7c9e.JPG,Strawberry___healthy
plantGuard_dataset/images/Soybean___healthy/f26d2b33-f1f8-48a9-b6f7-a30f2b88e96f.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/0b0c0fbf-6c09-44ad-9f8d-c4f6f541406c.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/211d582f-6c82-4d47-a488-c5c1de284222.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Potato___Early_blight/b4d8b32b-6bf4-4b7d-b9fd-73819e1e8c77.JPG,Potato___Early_blight
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/7ab9da3f-12b7-47bc-91be-38dc02150486.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Potato___Early_blight/5eb483fa-c0fb-48d8-a3b4-e3b183b528dd.JPG,Potato___Early_blight
plantGuard_dataset/images/Strawberry___healthy/c7294227-8706-4555-a431-9abadc42b8ab.JPG,Strawberry___healthy
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/49647dbe-d4e5-4541-a5de-2409a276d695.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/62fa9e4b-0cc8-47b0-b288-187e175d6fd3.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/80a830ed-3a92-4a5b-923a-69f218393a26.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/fa26e590-69e6-4e0e-a76f-2c8d16cfc9cf.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Soybean___healthy/ea44f625-937c-41b8-a1ce-61b0861bd86f.JPG,Soybean___healthy
plantGuard_dataset/images/Apple___healthy/65232e18-b3e5-4619-8500-bbe36b58e248.JPG,Apple___healthy
plantGuard_dataset/images/Strawberry___Leaf_scorch/adb8aa1f-f8f0-4539-b979-f4301774dc7a.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Tomato___Bacterial_spot/6b466692-2ab3-4e9e-a2d5-279fbc87e323.JPG,Tomato___Bacterial_spot
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/6e29b95a-7116-462d-9bc6-1731d3c7dc89.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Corn_(maize)___healthy/c70f4681-c194-4d54-8318-30902282eb74.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/1e7ae84c-f1d3-4e46-a249-7eda0eff868d.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Blueberry___healthy/3505bef3-ebf7-4d3f-a1db-87ea6c0c5410.JPG,Blueberry___healthy
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/bc719657-99ed-42cf-b2eb-f436fce6c42a.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/bcb0361c-4dec-480b-8e33-74ff91a8da4d.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/f323b926-468e-464e-9cbc-f13843a6be53.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/c26025c3-e5d5-4a6d-881a-c7366d729b45.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/843b99b4-b346-4027-a73e-e17e4a84d429.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/3b81db53-b425-4656-9b1c-177e49e9d9eb.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/44c2d231-5f6c-4c7c-8e50-19f889c31f7c.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/96533e9c-7ac2-4a6d-ba3b-7a1cabecd7c3.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/a9e21518-c1ec-45ef-9c48-157d90095ae9.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Soybean___healthy/55633772-547c-4dc7-8fd9-fea29f4773db.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/e17461f3-4841-43bc-a813-374f749c6418.JPG,Soybean___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/4dddda14-5631-412e-ae9a-ab25c0db133e.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Squash___Powdery_mildew/af284a09-5f27-4762-a290-53d843a7bafb.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Potato___healthy/c3e6f67a-b031-40a6-b5bd-0dec10e402f8.JPG,Potato___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/8f6fa96d-290f-42cb-a231-c4622124ee05.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/a0d4d4ad-00f0-4262-91c3-af7f9b95e81e.JPG,Soybean___healthy
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/d2ab57ce-0b83-4047-87df-88efff203bdb.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Apple___Black_rot/bcc7dc12-e6a1-4b00-81b3-36c5f0c218d2.JPG,Apple___Black_rot
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/b3e37135-807f-43ee-930f-a93006d16c30.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/cdc125e3-b03e-4a4a-91ac-2d0730763822.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/305c22df-f77f-4eaa-8f5c-56b190c0a94a.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Leaf_Mold/b9e17087-ad45-4810-9e82-9008f500887d.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/e44fae99-7556-4310-9013-5139fc00532f.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___healthy/0dcc97df-f708-4c2a-8cad-b34ec8f714fb.JPG,Tomato___healthy
plantGuard_dataset/images/Corn_(maize)___healthy/8da753b8-5ca4-45ed-9fbd-2453dcdc4b71.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Potato___Early_blight/bfca246c-c5d9-4c03-95d9-02eeda125f23.JPG,Potato___Early_blight
plantGuard_dataset/images/Grape___Black_rot/267f87a9-6c00-45af-af0a-9d043bf6b44b.JPG,Grape___Black_rot
plantGuard_dataset/images/Soybean___healthy/837beceb-ee3b-472f-919d-7f366eb3df47.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/b0519c60-4f0c-4c3f-9e59-afa13f80bee1.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/80bdcf9c-b62b-43d1-8f88-c27becf42f2d.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantGuard_dataset/images/Apple___Apple_scab/cf2ad3c6-be70-4a31-8527-b34717175e3e.JPG,Apple___Apple_scab
plantGuard_dataset/images/Raspberry___healthy/d248e0e5-412c-4883-b259-f9ee05464793.JPG,Raspberry___healthy
plantGuard_dataset/images/Tomato___Target_Spot/5c95e937-be00-4d0a-b44e-b5e104c92d82.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Soybean___healthy/e06db28a-8238-4dc8-beb4-38573e28dc4e.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/a68797d9-e904-4b9b-8953-6c4b63fc2abd.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/c59a4907-8f41-4d42-a622-a950bab3e7f1.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Peach___Bacterial_spot/fdc7ac16-47c6-4612-96b2-8af0cbfe7bb6.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/b8d19203-8c0f-404d-9698-9294bed68c63.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantGuard_dataset/images/Soybean___healthy/6560516e-f06b-4c1c-a0e0-44b9aa39f6ae.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/f3bfce39-9dbd-49d8-a531-1f82ba0885a5.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/a6f1144d-c752-4e9d-9d9a-f4151a9b0241.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/91b89264-a846-4328-b297-4978862497f2.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/307eb57f-0529-4a8f-ae8c-074e616dc5cd.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Tomato___healthy/b66c19b6-c261-43dd-ad4d-fc732968a0f7.JPG,Tomato___healthy
plantGuard_dataset/images/Apple___healthy/79ac9d81-cc62-4fdd-987b-648bc493bfd1.JPG,Apple___healthy
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/6dbd8141-1c4c-4a86-8e28-793a57194025.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Strawberry___Leaf_scorch/860e5b9d-c3eb-4d26-bc9f-80933b8b832f.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Tomato___Early_blight/f09640cf-61c3-4307-9b59-a9de0d6cdc91.JPG,Tomato___Early_blight
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/08f81bda-6986-4631-9981-66e92b48b515.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Tomato___Late_blight/f640886d-04a5-4533-94b9-657c3b596902.JPG,Tomato___Late_blight
plantGuard_dataset/images/Tomato___Bacterial_spot/634b0606-5319-41c8-96e7-ad34b3c6a103.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Tomato___Late_blight/6d1b26c2-e7d1-4c47-9cf0-45ba48ae12c4.JPG,Tomato___Late_blight
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/e05b0c0a-f470-40e3-8a07-515cd1be3f91.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/af8dd8a3-044c-42e3-a957-81bb2e775dec.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/2a6be53b-252f-40ca-9ed9-308ac3f1a634.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Tomato___Leaf_Mold/a4602e5e-897a-4bf3-9e3e-49da0f923d2c.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Potato___Late_blight/43d38429-8ac1-4972-a6d6-191dfb0e676c.JPG,Potato___Late_blight
plantGuard_dataset/images/Peach___Bacterial_spot/6e054433-ed0a-4efc-9f14-c41dfd971fc7.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Peach___Bacterial_spot/6d82da7c-47f7-41d6-8673-0305542ead9a.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Strawberry___Leaf_scorch/36b08c36-79c5-4334-844b-dac23d21b449.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Peach___Bacterial_spot/0be48c8e-baf3-475d-a012-43c586879d96.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Peach___Bacterial_spot/18226069-92fe-418b-a50d-78fc35e232ad.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Tomato___Late_blight/518db4ef-1f44-4793-bb4f-805f93758d2c.JPG,Tomato___Late_blight
plantGuard_dataset/images/Blueberry___healthy/a8c08067-01e8-4a88-be8a-c59d319c416f.JPG,Blueberry___healthy
plantGuard_dataset/images/Soybean___healthy/2c69df2c-f5c5-4150-85b7-3d5688a07730.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Bacterial_spot/d2803b69-9e38-4c6a-a582-53d9e8b9c4e3.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Squash___Powdery_mildew/1f582f0a-6dd8-45b4-bfe2-3a77abaa6976.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Peach___Bacterial_spot/66f28b67-e4e5-4693-b7f6-ea83163cbef2.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Peach___healthy/a29a0006-7bea-4db8-8391-aa055c684f9c.JPG,Peach___healthy
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/5f019f05-f44d-4e26-b800-ef2f389947f4.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Tomato___Early_blight/eff1d6ad-38c9-41ea-8c86-02921ee682ca.JPG,Tomato___Early_blight
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/9d03b8ec-37e4-400c-a4fe-dc6c2a7ed8bf.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/dfda9806-d877-49fb-92cb-9b5e2bdfcc11.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Potato___Early_blight/3002ef0d-cfbb-4892-a01d-b41f3a3109d8.JPG,Potato___Early_blight
plantGuard_dataset/images/Peach___Bacterial_spot/47f467bf-281a-4a95-8250-28573bd80491.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Blueberry___healthy/bdba7a98-abeb-4ca6-ad1d-774276236f5f.JPG,Blueberry___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/428e9c40-f990-4052-9c12-749612684118.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/aee188d6-1d68-41c0-b7bc-1f4b9bb32318.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/48fa796a-6ea3-4568-b457-e107d7546c3a.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Tomato___healthy/003ee675-0423-4258-a265-5db6cd13c8bf.JPG,Tomato___healthy
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/da67d448-1f07-4ca7-bcab-5fd77f31e918.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/80d5ae57-9940-47bf-8537-d9c90dec46b3.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/1689f575-736b-4cef-a513-8705ce7e2591.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Tomato___Late_blight/b7692acb-90e1-4a64-a1c0-23aafc375f07.JPG,Tomato___Late_blight
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/a44c0a25-ce5b-4c84-b869-835341c75f56.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Tomato___Target_Spot/a4f9c703-355f-4d2e-b9e0-5de3a734508c.JPG,Tomato___Target_Spot
"plantGuard_dataset/images/Pepper,_bell___healthy/91c46859-d0bf-42ac-9577-f52b024a6ab9.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/fdc83bd7-b426-429b-9a0c-8e73a7f1c2e2.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Raspberry___healthy/8159207d-f2b0-4d92-97ec-9adfefa04914.JPG,Raspberry___healthy
plantGuard_dataset/images/Tomato___Late_blight/97761443-fde2-4c65-a447-3b73643b59c0.JPG,Tomato___Late_blight
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/95014153-4dff-4ad8-814a-8e96283d6654.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/78fc7c2d-74c1-4c92-904a-9b45739b6c51.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Apple___Black_rot/444af4cc-ee28-4094-982b-df2c45f5076c.JPG,Apple___Black_rot
plantGuard_dataset/images/Potato___Early_blight/72f564b0-f7bf-4594-959b-e222c70168c7.JPG,Potato___Early_blight
plantGuard_dataset/images/Tomato___Bacterial_spot/85d8075f-60f6-420e-bca0-ecd0a099215a.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Tomato___Late_blight/e707164f-e3a1-4312-9507-84f33499212a.JPG,Tomato___Late_blight
plantGuard_dataset/images/Apple___healthy/4bc9324f-d58a-4547-940d-ea8602868f46.JPG,Apple___healthy
plantGuard_dataset/images/Apple___healthy/db71966d-64ca-45a0-9a9f-84d0c2d4f2e6.JPG,Apple___healthy
plantGuard_dataset/images/Tomato___Bacterial_spot/d8d64288-6138-47e7-a7cd-6510af25a99d.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Peach___Bacterial_spot/34001c84-3eaa-4d4c-91ce-e3d9a42a888e.JPG,Peach___Bacterial_spot
"plantGuard_dataset/images/Pepper,_bell___healthy/92093290-b783-44a1-8a05-f49f1e5f6e50.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Squash___Powdery_mildew/988265f9-56cc-4c99-9063-9b2615dbdf7f.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/ab680dba-95ba-40db-8f1d-42fba64745ae.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/265c9de7-4b7b-4b7a-b343-bcccf8fd9f46.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/44e3b069-153a-41e1-b056-db01f389abce.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Tomato___Leaf_Mold/f37c94ee-83cb-4cce-93d6-e643b9bfcbfd.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Apple___healthy/5d51158b-9d2b-4068-8ef5-d0d64397f029.JPG,Apple___healthy
"plantGuard_dataset/images/Pepper,_bell___healthy/687bfc86-d455-4c42-a3bc-ab48e8dc0cf0.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Apple___Black_rot/d56d6826-7315-4a55-946c-af7ea74232a9.JPG,Apple___Black_rot
plantGuard_dataset/images/Blueberry___healthy/4f2b5092-798d-438f-9105-34297be967f6.JPG,Blueberry___healthy
plantGuard_dataset/images/Strawberry___healthy/cb4607fc-c643-4415-9f79-5cd79faab80e.JPG,Strawberry___healthy
plantGuard_dataset/images/Tomato___Bacterial_spot/e6cdc131-8fed-4a1b-af3a-843a432c090f.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Peach___Bacterial_spot/452e296d-1a95-42bf-9522-1360ccc6d3c3.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/ad7d0630-ee9e-4097-a191-9006d8ea9b9f.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Tomato___Late_blight/2df3b82e-c820-4595-94c2-0ebae628c7d9.JPG,Tomato___Late_blight
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/a7a86ce3-6e67-4fa5-aa43-1c65f699253c.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/c3b25979-816a-4eeb-b11d-cffe26e0a11e.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Soybean___healthy/e191b080-9437-4b4b-a308-569356a06ce1.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/dc64e054-6434-423d-909a-8745962c62e6.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/33938472-dcb1-4f14-af11-8ac18ab973e4.JPG,Soybean___healthy
plantGuard_dataset/images/Potato___healthy/d0524795-be24-4459-926f-2842744e4e3c.JPG,Potato___healthy
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/4d4c38c1-2b77-4214-a570-f1cb3e3b1bcf.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Strawberry___Leaf_scorch/6b2a1d85-5eb2-4816-81e2-66377388bcb9.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/37ae8e4f-b568-4e7e-a03a-4a0eaaa39609.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Tomato___Late_blight/f59b6dd9-d654-4674-9371-4264616bf13d.JPG,Tomato___Late_blight
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/b179329a-a4ac-4fb2-822d-d59a9029a589.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/bf19d9f2-c13c-4d15-9424-176973f98f83.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Peach___Bacterial_spot/5af57e16-017e-4949-9312-7e8ea2245579.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Tomato___Target_Spot/737ef46b-dc85-4861-bd0c-6ee3fcb4063d.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Peach___Bacterial_spot/73243b7c-7ab7-4881-866e-a4eb95ee3d67.JPG,Peach___Bacterial_spot
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/49b08210-3339-4207-a217-f1fc46db2117.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Tomato___Target_Spot/2d8857bc-12ef-46ad-aa15-3a891c813e33.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/63a60c96-7a3e-47f1-81a1-2d0d1862c3d2.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Apple___healthy/a9c23520-c565-42cd-b949-45d70807bbb9.JPG,Apple___healthy
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/195f9bd4-2299-44db-ae7e-c3bf746d89e3.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/ea0f81ff-bdfd-47c0-a579-9df3c2bf6e01.JPG,Orange___Haunglongbing_(Citrus_greening)
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/211933f1-2f41-4949-8f6e-8e6307253e91.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Grape___Black_rot/ed33990a-dbd7-46ae-95da-2ed5dbb9ed91.JPG,Grape___Black_rot
plantGuard_dataset/images/Tomato___Early_blight/51de4f25-7981-4c1e-b185-954da8537e77.JPG,Tomato___Early_blight
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/eca282ae-1911-4416-90ab-b311217f1a61.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Tomato___healthy/de2ab65b-0eb2-4df1-9f0b-ac2bd07ed635.JPG,Tomato___healthy
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/3db7c1c5-5033-41c9-a1c7-0b5f8c501316.JPG,Tomato___Spider_mites Two-spotted_spider_mite
